url,protocol,twitter_handle
https://defillama.com/protocol/tfm,TFM,https://twitter.com/terraformer
https://defillama.com/protocol/ra-exchange,Ra Exchange,https://twitter.com/exchange_RA
https://defillama.com/protocol/nasdex,Nasdex,https://twitter.com/nasdex_xyz
https://defillama.com/protocol/brahma-vaults-(sunset),Brahma Vaults (Sunset),https://twitter.com/BrahmaFi
https://defillama.com/protocol/volta-finance,Volta Finance,https://twitter.com/volta_protocol
https://defillama.com/protocol/stakeeasy,StakeEasy,https://twitter.com/StakeEasy
https://defillama.com/protocol/0xlend,0xLend,https://twitter.com/0xLendProtocol
https://defillama.com/protocol/zilswap,ZilSwap,https://twitter.com/ZilSwap
https://defillama.com/protocol/redemption-finance,Redemption Finance,https://twitter.com/RedemptionFi
https://defillama.com/protocol/unagii,Unagii,https://twitter.com/unagiidotcom
https://defillama.com/protocol/ithil,Ithil,https://twitter.com/ithil_protocol
https://defillama.com/protocol/westarter,WeStarter,https://twitter.com/westarter_org
https://defillama.com/protocol/rising-undead,Rising Undead,https://twitter.com/RisingUndead1
https://defillama.com/protocol/pacoca,Pacoca,https://twitter.com/pacoca_io
https://defillama.com/protocol/snowball,Snowball,https://twitter.com/throwsnowballs
https://defillama.com/protocol/stellarx,StellarX,https://twitter.com/stellarxhq
https://defillama.com/protocol/geode,Geode,https://twitter.com/Geode_Finance
https://defillama.com/protocol/specter-finance,Specter Finance,https://twitter.com/specter_finance
https://defillama.com/protocol/defichain-dex,DefiChain DEX,https://twitter.com/defichain
https://defillama.com/protocol/dark-matter,Dark Matter,https://twitter.com/darkmatterdefi
https://defillama.com/protocol/gomble-games,Gomble Games,https://twitter.com/gomblegames
https://defillama.com/protocol/pheasantswap,PheasantSwap,https://twitter.com/PheasantSwap
https://defillama.com/protocol/mymetatrader,MyMetaTrader,https://twitter.com/MyMetaTrader
https://defillama.com/protocol/rexdex,RexDex,https://twitter.com/TheRexDex
https://defillama.com/protocol/xoxno,XOXNO,https://twitter.com/xoxnoNFTs
https://defillama.com/protocol/kuswap,KuSwap,https://twitter.com/kuswapfinance
https://defillama.com/protocol/octopus-network,Octopus Network,https://twitter.com/oct_network
https://defillama.com/protocol/insuredao,InsureDAO,https://twitter.com/insuredao
https://defillama.com/protocol/panther-protocol,Panther Protocol,https://twitter.com/ZKPanther
https://defillama.com/protocol/nileriver,Nileriver,https://twitter.com/NileRiver_Labs
https://defillama.com/protocol/megamoon,MegaMoon,https://twitter.com/0xMegaMoon
https://defillama.com/protocol/biokript,Biokript,https://twitter.com/biokript
https://defillama.com/protocol/phoenix-bonds,Phoenix Bonds,https://twitter.com/LinearProtocol
https://defillama.com/protocol/rocket-pool,Rocket Pool,https://twitter.com/Rocket_Pool
https://defillama.com/protocol/loreum,Loreum,https://twitter.com/LoreumDAO
https://defillama.com/protocol/solidex,Solidex,https://twitter.com/SolidexFantom
https://defillama.com/protocol/heraswap,Heraswap,https://twitter.com/heraswap
https://defillama.com/protocol/xena-finance,Xena Finance,https://twitter.com/XenaFinance
https://defillama.com/protocol/defi-swap,Defi Swap,https://twitter.com/cryptocom
https://defillama.com/protocol/ysmart,Ysmart,https://twitter.com/YsmartFinance
https://defillama.com/protocol/sunrise-gaming,Sunrise Gaming,https://twitter.com/SunriseGaming_d
https://defillama.com/protocol/flux-exchange,Flux Exchange,https://twitter.com/Flux_Exchange
https://defillama.com/protocol/tempus-finance,Tempus Finance,https://twitter.com/TempusFinance
https://defillama.com/protocol/nftearth,NFTEarth,https://twitter.com/NFTEarth_L2
https://defillama.com/protocol/miaswap,MiaSwap,https://twitter.com/MiaSwap
https://defillama.com/protocol/ankr,Ankr,https://twitter.com/ankr
https://defillama.com/protocol/coffin-finance,Coffin Finance,https://twitter.com/CoffinFinance
https://defillama.com/protocol/enterdao,EnterDAO,https://twitter.com/EnterDao
https://defillama.com/protocol/beekava,Beekava,missing
https://defillama.com/protocol/shell-protocol,Shell Protocol,https://twitter.com/ShellProtocol
https://defillama.com/protocol/bifrost-liquid-crowdloan,Bifrost Liquid Crowdloan,https://twitter.com/bifrost_finance
https://defillama.com/protocol/deltatheta,DeltaTheta,https://twitter.com/deltatheta_tech
https://defillama.com/protocol/omni-protocol,Omni Protocol,missing
https://defillama.com/protocol/stars-league,Stars League,https://twitter.com/StarsLeague
https://defillama.com/protocol/astrolescent,Astrolescent,https://twitter.com/astrolescent
https://defillama.com/protocol/busta-exchange,Busta Exchange,missing
https://defillama.com/protocol/tectonic,Tectonic,https://twitter.com/TectonicFi
https://defillama.com/protocol/union-protocol,Union Protocol,https://twitter.com/unionprotocol
https://defillama.com/protocol/chimeradex,Chimeradex,https://twitter.com/Chi_meradex
https://defillama.com/protocol/smoothy,Smoothy,https://twitter.com/smoothswap
https://defillama.com/protocol/atomic-green,Atomic Green,https://twitter.com/atomic__green
https://defillama.com/protocol/yoshi-exchange,Yoshi Exchange,https://twitter.com/YoshiExchange
https://defillama.com/protocol/swapscanner,Swapscanner,https://twitter.com/Swapscanner
https://defillama.com/protocol/moola-market,Moola Market,https://twitter.com/Moola_Market
https://defillama.com/protocol/claimswap,ClaimSwap,https://twitter.com/claimswap
https://defillama.com/protocol/zkdx,zkDX,https://twitter.com/zkDXio
https://defillama.com/protocol/velocimeter,Velocimeter,https://twitter.com/VelocimeterDEX
https://defillama.com/protocol/nsure,Nsure,https://twitter.com/Nsure_network
https://defillama.com/protocol/sharpe-ai,Sharpe AI,https://twitter.com/SharpeLabs
https://defillama.com/protocol/solisnek-finance,SoliSnek Finance,https://twitter.com/solisnekfi
https://defillama.com/protocol/augmented-finance,Augmented Finance,https://twitter.com/augmentedfin
https://defillama.com/protocol/hyperswap,hyperswap,https://twitter.com/AreonNetwork
https://defillama.com/protocol/baymax,BayMax,https://twitter.com/baymaxfi
https://defillama.com/protocol/alta-finance,ALTA Finance,https://twitter.com/altafinance
https://defillama.com/protocol/immortalx,ImmortalX,https://twitter.com/immortalx_io
https://defillama.com/protocol/anzen-finance,Anzen Finance,https://twitter.com/AnzenFinance
https://defillama.com/protocol/excalibur,Excalibur,https://twitter.com/ExcaliburDeFi
https://defillama.com/protocol/vacus-finance,Vacus Finance,https://twitter.com/Vacus_finance
https://defillama.com/protocol/swipe,Swipe,https://twitter.com/Swipe
https://defillama.com/protocol/kwenta,Kwenta,https://twitter.com/Kwenta_io
https://defillama.com/protocol/enzyme-finance,Enzyme Finance,https://twitter.com/enzymefinance
https://defillama.com/protocol/cavalre,CavalRe,https://twitter.com/TheCavalRe
https://defillama.com/protocol/swirllend,SwirlLend,https://twitter.com/SwirlLend
https://defillama.com/protocol/geth,GETH,https://twitter.com/GuardaWallet
https://defillama.com/protocol/realt,RealT,https://twitter.com/RealTPlatform
https://defillama.com/protocol/pooltogether,PoolTogether,https://twitter.com/PoolTogether_
https://defillama.com/protocol/domani-protocol,Domani Protocol,https://twitter.com/DomaniProtocol
https://defillama.com/protocol/xusd-money,XUSD Money,https://twitter.com/xusd_stable
https://defillama.com/protocol/esdtmarket,EsdtMarket,https://twitter.com/EsdtMarket
https://defillama.com/protocol/polyshield,PolyShield,https://twitter.com/TeamPolyshield
https://defillama.com/protocol/soswap,Soswap,https://twitter.com/RaiFinance
https://defillama.com/protocol/zlot,zLot,https://twitter.com/zLOTFinance
https://defillama.com/protocol/merit-circle,Merit Circle,https://twitter.com/MeritCircle_IO
https://defillama.com/protocol/native,Native,https://twitter.com/native_fi
https://defillama.com/protocol/shibex,Shibex,https://twitter.com/SHIBExchange
https://defillama.com/protocol/wynd,WYND,https://twitter.com/wynddao
https://defillama.com/protocol/ashswap,Ashswap,https://twitter.com/ash_swap
https://defillama.com/protocol/ociswap,Ociswap,https://twitter.com/ociswap
https://defillama.com/protocol/calc,CALC,https://twitter.com/CALC_Finance
https://defillama.com/protocol/wannaswap,WannaSwap,https://twitter.com/wannaswapamm
https://defillama.com/protocol/mymine,MyMine,https://twitter.com/defi_waterfall
https://defillama.com/protocol/tezfin,TezFin,https://twitter.com/TezosFinance
https://defillama.com/protocol/qian,QIAN,missing
https://defillama.com/protocol/kamino,Kamino,https://twitter.com/KaminoFinance
https://defillama.com/protocol/sable-finance,Sable Finance,https://twitter.com/SableFinance
https://defillama.com/protocol/nutbox,Nutbox,https://twitter.com/NutboxDao
https://defillama.com/protocol/globiance,Globiance,https://twitter.com/globiance
https://defillama.com/protocol/wraithswap,WraithSwap,https://twitter.com/wraithswap
https://defillama.com/protocol/biswap,BiSwap,https://twitter.com/Biswap_Dex
https://defillama.com/protocol/lympo,Lympo,https://twitter.com/Lympo_io
https://defillama.com/protocol/chocodoge,Chocodoge,https://twitter.com/ChocoDoge_
https://defillama.com/protocol/marginx,MarginX,https://twitter.com/marginx_io
https://defillama.com/protocol/yearn,Yearn,https://twitter.com/yearnfi
https://defillama.com/protocol/sienna-network,Sienna Network,https://twitter.com/sienna_network
https://defillama.com/protocol/seamless-protocol,Seamless Protocol,https://twitter.com/SeamlessFi
https://defillama.com/protocol/omnidex,Omnidex,https://twitter.com/OmniDex1
https://defillama.com/protocol/bwatch,Bwatch,missing
https://defillama.com/protocol/mahadao,MahaDAO,https://twitter.com/TheMahaDAO
https://defillama.com/protocol/maximizer,Maximizer,https://twitter.com/maximizer_xyz
https://defillama.com/protocol/nodedao,NodeDAO,https://twitter.com/Node_DAO
https://defillama.com/protocol/apy-finance,APY Finance,https://twitter.com/apyfinance
https://defillama.com/protocol/stake1,Stake1,https://twitter.com/Stake1One
https://defillama.com/protocol/raccoon-finance,Raccoon Finance,https://twitter.com/RaccoonYields
https://defillama.com/protocol/oortswap,OortSwap,https://twitter.com/OortSwap
https://defillama.com/protocol/stormswap,StormSwap,https://twitter.com/StormSwap_Fi
https://defillama.com/protocol/alcor-exchange,Alcor Exchange,https://twitter.com/alcorexchange
https://defillama.com/protocol/wanswap-dex,WanSwap Dex,https://twitter.com/wanswap
https://defillama.com/protocol/bnpl-pay,BNPL Pay,https://twitter.com/bnplpay
https://defillama.com/protocol/polyquail,Polyquail,https://twitter.com/polyquail
https://defillama.com/protocol/beefstake,BeefStake,https://twitter.com/HexaCapital
https://defillama.com/protocol/savmdex,SavmDEX,https://twitter.com/SavmDEX
https://defillama.com/protocol/yieldpulse-finance,YieldPulse Finance,https://twitter.com/YieldPulse
https://defillama.com/protocol/starswap,StarSwap,https://twitter.com/StarSwap
https://defillama.com/protocol/entropyfi,Entropyfi,https://twitter.com/entropyfi
https://defillama.com/protocol/numisme,NumisMe,https://twitter.com/NUMISMEcoin
https://defillama.com/protocol/mensa-protocol,Mensa Protocol,https://twitter.com/MensaPro
https://defillama.com/protocol/neptune-finance,Neptune Finance,https://twitter.com/neptune_finance
https://defillama.com/protocol/evaa-protocol,EVAA Protocol,https://twitter.com/evaaprotocol
https://defillama.com/protocol/harbor-protocol,Harbor Protocol,https://twitter.com/Harbor_Protocol
https://defillama.com/protocol/piggy,Piggy,https://twitter.com/Piggy_Fi
https://defillama.com/protocol/wombat-exchange,Wombat Exchange,https://twitter.com/WombatExchange
https://defillama.com/protocol/oraichain,OraiChain,https://twitter.com/oraichain
https://defillama.com/protocol/niob-finance,Niob Finance,https://twitter.com/niobfinance
https://defillama.com/protocol/solid-world,Solid World,https://twitter.com/solidworldhq
https://defillama.com/protocol/just-yield,Just Yield,https://twitter.com/JustYield_Fi
https://defillama.com/protocol/orbit,Orbit,https://twitter.com/OrbitFi
https://defillama.com/protocol/giveth,Giveth,https://twitter.com/Givethio
https://defillama.com/protocol/bob-fusion,BOB Fusion,https://twitter.com/build_on_bob
https://defillama.com/protocol/v3s-finance,V3S Finance,https://twitter.com/v3sfinance
https://defillama.com/protocol/zeus-finance,Zeus Finance,https://twitter.com/ZeusFinanceCro
https://defillama.com/protocol/bril-finance,Bril Finance,https://twitter.com/Bril_Finance
https://defillama.com/protocol/spark,Spark,https://twitter.com/sparkdotfi
https://defillama.com/protocol/yieldbank,YieldBank,https://twitter.com/yieldbank_xyz
https://defillama.com/protocol/footballmanager,FootballManager,https://twitter.com/Football_Web3
https://defillama.com/protocol/oasisswap,OasisSwap,https://twitter.com/OasisSwapDEX
https://defillama.com/protocol/ston.fi,STON.fi,https://twitter.com/ston_fi
https://defillama.com/protocol/derivio,Derivio,https://twitter.com/derivio_xyz
https://defillama.com/protocol/synonym-finance,Synonym Finance,https://twitter.com/synonymfinance
https://defillama.com/protocol/stackswap,StackSwap,https://twitter.com/Stackswap_BTC
https://defillama.com/protocol/gaia-dao,Gaia DAO,https://twitter.com/GaiaDAO_fi
https://defillama.com/protocol/symbiosis,Symbiosis,https://twitter.com/symbiosis_fi
https://defillama.com/protocol/prepo,prePO,https://twitter.com/prepo_io
https://defillama.com/protocol/magik-finance,Magik Finance,https://twitter.com/MagikDotFinance
https://defillama.com/protocol/mantaswap,MantaSwap,https://twitter.com/MantaSwap_
https://defillama.com/protocol/troydefi,TroyDefi,https://twitter.com/TroyDefi
https://defillama.com/protocol/nowswap,NowSwap,https://twitter.com/nowswap_org
https://defillama.com/protocol/beanstalk,Beanstalk,https://twitter.com/BeanstalkFarms
https://defillama.com/protocol/cyclone,Cyclone,https://twitter.com/cycloneprotocol
https://defillama.com/protocol/sharky,Sharky,https://twitter.com/SharkyFi
https://defillama.com/protocol/ashperp,AshPerp,https://twitter.com/ash_perp
https://defillama.com/protocol/halotrade,HaloTrade,https://twitter.com/Halotradezone
https://defillama.com/protocol/hfione,HFIone,https://twitter.com/fi_heco
https://defillama.com/protocol/pylon-protocol,Pylon Protocol,https://twitter.com/pylon_protocol
https://defillama.com/protocol/velaspad,VelasPad,https://twitter.com/VelasPad
https://defillama.com/protocol/brise-swap,Brise Swap,https://twitter.com/Brisepadco
https://defillama.com/protocol/fluity,Fluity,https://twitter.com/FluityFinance
https://defillama.com/protocol/milkyway-zone,MilkyWay Zone,https://twitter.com/milky_way_zone
https://defillama.com/protocol/wepiggy,WePiggy,https://twitter.com/wepiggydotcom
https://defillama.com/protocol/friends-with-benefits,Friends With Benefits,https://twitter.com/FWBtweets
https://defillama.com/protocol/umami-finance,Umami Finance,https://twitter.com/UmamiDao
https://defillama.com/protocol/spice-finance,Spice Finance,https://twitter.com/spice_finance
https://defillama.com/protocol/premia,Premia,https://twitter.com/PremiaFinance
https://defillama.com/protocol/trava-finance,Trava Finance,https://twitter.com/trava_finance
https://defillama.com/protocol/citadao,CitaDAO,https://twitter.com/citadao_io
https://defillama.com/protocol/pxswap,pxswap,https://twitter.com/pxswap_xyz
https://defillama.com/protocol/baguette,Baguette,https://twitter.com/Baguette_avax
https://defillama.com/protocol/horizon-protocol,Horizon Protocol,https://twitter.com/HorizonProtocol
https://defillama.com/protocol/binance-multi-chain-capital,Binance Multi Chain Capital,https://twitter.com/Binancemcc
https://defillama.com/protocol/qidao,QiDao,https://twitter.com/QiDaoProtocol
https://defillama.com/protocol/nostra,Nostra,https://twitter.com/nostrafinance
https://defillama.com/protocol/neku,Neku,https://twitter.com/NekuFinance
https://defillama.com/protocol/bouje-finance,Bouje Finance,https://twitter.com/BoujeFinance
https://defillama.com/protocol/marginfi,marginfi,https://twitter.com/marginfi
https://defillama.com/protocol/yeti-finance,Yeti Finance,https://twitter.com/YetiFinance
https://defillama.com/protocol/vampireswap,VampireSwap,https://twitter.com/vampireswap
https://defillama.com/protocol/kleva-farm,Kleva Farm,https://twitter.com/KLEVA_Protocol
https://defillama.com/protocol/pac-finance,Pac Finance,https://twitter.com/pac_finance
https://defillama.com/protocol/factor,Factor,https://twitter.com/FactorDAO
https://defillama.com/protocol/yaxis,yAxis,https://twitter.com/yaxis_project
https://defillama.com/protocol/karura-liquid-staking,Karura Liquid Staking,https://twitter.com/KaruraNetwork
https://defillama.com/protocol/melegaswap,Melegaswap,https://twitter.com/meleganza
https://defillama.com/protocol/astaria,Astaria,https://twitter.com/AstariaXYZ
https://defillama.com/protocol/lemma,Lemma,https://twitter.com/Lemma_Labs
https://defillama.com/protocol/nano-swap,Nano Swap,https://twitter.com/NanoswapBase
https://defillama.com/protocol/meld-gold,Meld Gold,https://twitter.com/meldgold
https://defillama.com/protocol/increment-finance,Increment Finance,https://twitter.com/incrementfi
https://defillama.com/protocol/dip-exchange,DIP Exchange,https://twitter.com/DIP_Exchange
https://defillama.com/protocol/emdx,EMDX,https://twitter.com/emdx_io
https://defillama.com/protocol/dyson-finance,Dyson Finance,https://twitter.com/DysonFinance
https://defillama.com/protocol/frogge.finance,Frogge.Finance,missing
https://defillama.com/protocol/perion,Perion,https://twitter.com/PerionDAO
https://defillama.com/protocol/nft360,NFT360,https://twitter.com/Nft360F
https://defillama.com/protocol/dumpex,DumpEX,https://twitter.com/DumpEX_xyz
https://defillama.com/protocol/meowswapfi,MeowSwapFi,https://twitter.com/Meow_Swap
https://defillama.com/protocol/vesta-finance,Vesta Finance,https://twitter.com/vestafinance
https://defillama.com/protocol/agarthadao,AgarthaDAO,https://twitter.com/AgarthaDAO
https://defillama.com/protocol/hectagon,Hectagon,https://twitter.com/HectagonFinance
https://defillama.com/protocol/chargedefi,ChargeDeFi,https://twitter.com/ChargeDeFi
https://defillama.com/protocol/azuro,Azuro,https://twitter.com/azuroprotocol
https://defillama.com/protocol/polkaex,PolkaEx,https://twitter.com/PolkaExOfficial
https://defillama.com/protocol/money-mates,Money Mates,https://twitter.com/moneymatestech
https://defillama.com/protocol/tegisto,Tegisto,https://twitter.com/tegisto_io
https://defillama.com/protocol/orange-finance,Orange Finance,https://twitter.com/0xOrangeFinance
https://defillama.com/protocol/cryptoswap,CryptoSwap,https://twitter.com/CryptoDevelopm3
https://defillama.com/protocol/archerswap,ArcherSwap,https://twitter.com/archerswapcore
https://defillama.com/protocol/dtx,DTX,https://twitter.com/0xDTX
https://defillama.com/protocol/shibui-dao,Shibui DAO,https://twitter.com/shibuidao
https://defillama.com/protocol/concordex,Concordex,https://twitter.com/concordexlabs
https://defillama.com/protocol/tesseract,Tesseract,https://twitter.com/tesseract_fi
https://defillama.com/protocol/themis-protocol,Themis Protocol,https://twitter.com/ThemisProtocol
https://defillama.com/protocol/canto-lending,Canto Lending,https://twitter.com/CantoPublic
https://defillama.com/protocol/teddy-cash,Teddy Cash,https://twitter.com/TeddyCashLive
https://defillama.com/protocol/chickenswap,ChickenSwap,https://twitter.com/ChefGrandpa
https://defillama.com/protocol/zircon-gamma,Zircon Gamma,https://twitter.com/Zircon_Finance
https://defillama.com/protocol/bonkswap,Bonkswap,https://twitter.com/Bonkswap_io
https://defillama.com/protocol/cougarswap,CougarSwap,https://twitter.com/cougarswap
https://defillama.com/protocol/backed,Backed,https://twitter.com/backed_xyz
https://defillama.com/protocol/nether.fi,Nether.Fi,https://twitter.com/netherlabs_
https://defillama.com/protocol/pendle,Pendle,https://twitter.com/pendle_fi
https://defillama.com/protocol/fees.wtf,fees.wtf,https://twitter.com/feeswtf
https://defillama.com/protocol/tangleswap,TangleSwap,https://twitter.com/TangleSwap
https://defillama.com/protocol/privcash,PrivCash,https://twitter.com/PrivCash_
https://defillama.com/protocol/manta-atlantic-stake,Manta Atlantic Stake,https://twitter.com/MantaNetwork
https://defillama.com/protocol/armada-staking,Armada Staking,https://twitter.com/ArmadaFi
https://defillama.com/protocol/web3.world,Web3.world,https://twitter.com/w3w_exchange
https://defillama.com/protocol/wingriders,WingRiders,https://twitter.com/wingriderscom
https://defillama.com/protocol/deepr-finance,Deepr Finance,https://twitter.com/DeeprFinance
https://defillama.com/protocol/mover,Mover,https://twitter.com/viaMover
https://defillama.com/protocol/pear-dao,Pear DAO,https://twitter.com/OfficialPearDAO
https://defillama.com/protocol/flux-finance,Flux Finance,https://twitter.com/FluxDeFi
https://defillama.com/protocol/cairofi,CairoFi,https://twitter.com/Cairo_Fi
https://defillama.com/protocol/jioswap,JioSwap,https://twitter.com/jioswap
https://defillama.com/protocol/freebie-life-finance,Freebie Life Finance,https://twitter.com/freebielifeme
https://defillama.com/protocol/phenix-dex,Phenix DEX,https://twitter.com/phenixfinance
https://defillama.com/protocol/atodex,AtoDEX,https://twitter.com/AtodexOfficial
https://defillama.com/protocol/demeter,Demeter,https://twitter.com/Demetervip
https://defillama.com/protocol/mento,Mento,https://twitter.com/MentoLabs
https://defillama.com/protocol/nftperp,nftperp,https://twitter.com/nftperp
https://defillama.com/protocol/oceanos,Oceanos,https://twitter.com/Oceanosfi
https://defillama.com/protocol/metalswap,MetalSwap,https://twitter.com/MetalSwapNet
https://defillama.com/protocol/rivrkitty,RivrKitty,https://twitter.com/RivrKitty
https://defillama.com/protocol/dengendex,DengenDex,https://twitter.com/DegendexFi
https://defillama.com/protocol/brickken,Brickken,https://twitter.com/Brickken
https://defillama.com/protocol/fixes-inscription,Fixes Inscription,https://twitter.com/fixesWorld
https://defillama.com/protocol/tokemak,Tokemak,https://twitter.com/TokenReactor
https://defillama.com/protocol/bitswap,BitSwap,https://twitter.com/Bitswap_BTC
https://defillama.com/protocol/glori-finance,Glori Finance,https://twitter.com/Glori_Finance
